ano;id_municipio;id_municipio_nome;sigla_uf;sigla_uf_nome;populacao_atentida_esgoto;populacao_urbana;extensao_rede_esgoto;quantidade_localidade_esgoto;quantidade_economia_ativa_esgoto;volume_agua_tratada_importado;volume_esgoto_coletado;volume_esgoto_tratado;volume_esgoto_faturado;receita_operacional_direta_esgoto;despesa_servico_terceiro;despesa_servico_outro;despesas_juros_divida_excecao;investimento_recurso_proprio_prestador;investimento_recurso_nao_oneroso_prestador;investimento_recurso_nao_oneroso_estado;investimento_total_estado;natureza_juridica
2004;1400027;Amajari;RR;Roraima;;902;;;;0.0;;;;;10048.07;;0.0;0.0;0.0;;;
2003;1400233;Caroebe;RR;Roraima;;2007;;;;0.0;;;;;13578.38;;0.0;;0.0;;;
2003;1400605;SÃ£o Luiz;RR;Roraima;;3823;;;;0.0;;;;;20685.37;;0.0;;0.0;;;
2018;1200708;Xapuri;AC;Acre;;12228;;;;0.0;;;;;0.0;406913.03;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2018;1304062;Tabatinga;AM;Amazonas;;44851;;;;0.0;;;;;446271.96;1364896.08;0.0;11058.0;0.0;0.0;0.0;
2018;1400233;Caroebe;RR;Roraima;;4076;;;;0.0;;;;;50902.97;;0.0;;0.0;;;
2017;1400472;RorainÃ³polis;RR;Roraima;;12403;;;;0.0;;;;;217011.59;183763.54;0.0;0.0;0.0;0.0;0.0;
2016;1200179;Capixaba;AC;Acre;;4832;;;;0.0;;;;;0.0;242473.96;0.0;0.0;0.0;109917.36;162779.3;Autarquia | Administração pública direta
2016;1200393;Porto Walter;AC;Acre;;4005;;;;0.0;;;;;0.0;223822.12;0.0;0.0;0.0;1471480.95;3055515.92;Autarquia | Administração pública direta
2012;1300300;Autazes;AM;Amazonas;;14402;;;;1238.36;;;;;87931.54;;0.0;20076.72;0.0;;;Sociedade de economia mista com administração pública | Administração pública direta
2016;1300607;Benjamin Constant;AM;Amazonas;;24361;;;;0.0;;;;;240934.21;0.0;0.0;39083.52;0.0;0.0;0.0;Sociedade de economia mista com administração pública | Administração pública direta
2012;1304203;TefÃ©;AM;Amazonas;;49700;;;;0.0;;;;;35200.0;0.0;0.0;0.0;0.0;0.0;0.0;
2016;1400308;MucajaÃ­;RR;Roraima;;10038;;;;0.0;;;;;98538.23;0.0;0.0;0.0;0.0;528488.19;528488.19;
2009;1302900;MauÃ©s;AM;Amazonas;;25460;;;;0.0;;;;;149215.0;;;;;;;
2010;1400407;Normandia;RR;Roraima;;2311;;;;0.0;;;;;1708.96;0.0;0.0;68571.19;0.0;;;
2005;1300680;Boa Vista do Ramos;AM;Amazonas;;5880;;;;0.0;;;;;86661.54;0.0;0.0;0.0;0.0;;;Autarquia | Administração pública direta
2018;1200252;EpitaciolÃ¢ndia;AC;Acre;;12743;;;;0.0;;;;;0.0;368159.4;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2021;1400506;SÃ£o JoÃ£o da Baliza;RR;Roraima;;5965;;;;0.0;;;;;307386.5;849218.25;0.0;0.0;0.0;0.0;0.0;
2013;1200252;EpitaciolÃ¢ndia;AC;Acre;;11320;;;;0.0;;;;;149792.35;381090.7;0.0;23537.33;0.0;;173678.22;Autarquia | Administração pública direta
2012;1200807;Porto Acre;AC;Acre;;2069;;;;0.0;;;;;3661.19;0.0;0.0;0.0;0.0;0.0;93180.97;Autarquia | Administração pública direta
2015;1200435;Santa Rosa do Purus;AC;Acre;;2343;;;;0.0;;;;;94957.92;;0.0;0.0;;0.0;52109.14;Autarquia | Administração pública direta
2014;1200435;Santa Rosa do Purus;AC;Acre;;2256;;;;0.0;;;;;142436.88;1960.01;0.0;3749.33;15750.0;0.0;0.0;Autarquia | Administração pública direta
2016;1200450;Senador Guiomard;AC;Acre;;13452;;;;0.0;;;;;0.0;354385.02;0.0;0.0;0.0;55094.92;95142.13;Autarquia | Administração pública direta
2014;1400456;Pacaraima;RR;Roraima;;5048;;;;0.0;;;;;136124.78;;0.0;;0.0;;0.0;
2014;1400472;RorainÃ³polis;RR;Roraima;;11786;;;;0.0;;;;;0.0;;0.0;;0.0;;0.0;
2008;1400027;Amajari;RR;Roraima;;1219;;;;0.0;;;;;369.27;;0.0;0.0;356615.37;;;
2009;1400407;Normandia;RR;Roraima;;2161;;;;0.0;;;;;3295.0;;0.0;0.0;140449.0;0.0;0.0;
2010;1400605;SÃ£o Luiz;RR;Roraima;;4455;;;;0.0;;;;;4873.8;0.0;0.0;0.0;0.0;;;
2005;1400456;Pacaraima;RR;Roraima;;3244;;;;0.0;;;;;35427.95;;0.0;0.0;0.0;;;
2005;1400472;RorainÃ³polis;RR;Roraima;;10168;;;;0.0;;;;;1850.4;;0.0;0.0;0.0;;;
2001;1400308;MucajaÃ­;RR;Roraima;;7044;;;;0.0;;;;;6889.49;;;66272.82;0.0;;;
2022;1200328;JordÃ£o;AC;Acre;;;;;;0.0;;;;;300865.58;172931.59;0.0;5079.19;0.0;0.0;2868.25;Autarquia | Administração pública direta
2022;1400407;Normandia;RR;Roraima;;;;;;0.0;;;;;29126.17;0.0;0.0;0.0;0.0;0.0;0.0;
2020;1200013;AcrelÃ¢ndia;AC;Acre;;7309;;;;0.0;;;;;0.0;;0.0;0.0;0.0;406335.38;406335.38;Autarquia | Administração pública direta
2017;1200302;FeijÃ³;AC;Acre;;16609;;;;0.0;;;;;0.0;140870.54;0.0;0.0;0.0;1113071.0;1113071.0;Autarquia | Administração pública direta
2019;1200336;MÃ¢ncio Lima;AC;Acre;;10920;;;;0.0;;;;;0.0;;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta | Administração pública direta
2011;1200302;FeijÃ³;AC;Acre;;16674;;;;0.0;;;;;172859.88;0.0;0.0;0.0;0.0;0.0;26190.0;Autarquia | Administração pública direta
2009;1301902;Itacoatiara;AM;Amazonas;;58521;;;;0.0;;;;;161965.0;;0.0;0.0;0.0;;;Autarquia | Administração pública direta
2010;1400308;MucajaÃ­;RR;Roraima;;8935;;;;0.0;;;;;8606.44;0.0;0.0;331107.1;61302.92;;;
2008;1400605;SÃ£o Luiz;RR;Roraima;;3689;;;;0.0;;;;;2362.97;;0.0;0.0;175330.88;;;
2018;1200013;AcrelÃ¢ndia;AC;Acre;;7087;;;;0.0;;;;;0.0;310028.97;0.0;0.0;0.0;2174192.69;2222246.97;Autarquia | Administração pública direta
2018;1200203;Cruzeiro do Sul;AC;Acre;;61786;;;;0.0;;;;;0.0;1647028.9;0.0;0.0;0.0;2492911.55;2492911.55;Autarquia | Administração pública direta
2019;1200344;Manoel Urbano;AC;Acre;;6255;;;;0.0;;;;;0.0;;0.0;0.0;0.0;3884.46;3884.46;Autarquia | Administração pública direta
2017;1200427;Rodrigues Alves;AC;Acre;;5381;;;;0.0;;;;;0.0;88970.87;0.0;0.0;0.0;7579.55;287576.41;Autarquia | Administração pública direta
2017;1303205;Novo AirÃ£o;AM;Amazonas;;11991;;;;0.0;;;;;4259.2;0.0;0.0;;;0.0;0.0;
2019;1400233;Caroebe;RR;Roraima;;4166;;;;0.0;;;;;37739.9;0.0;0.0;0.0;0.0;0.0;0.0;
2017;1400308;MucajaÃ­;RR;Roraima;;10179;;;;0.0;;;;;49041.26;0.0;0.0;0.0;0.0;51371.92;51371.92;
2017;1400407;Normandia;RR;Roraima;;2721;;;;0.0;;;;;103014.5;201500.52;0.0;0.0;0.0;0.0;0.0;
2013;1200393;Porto Walter;AC;Acre;;3673;;;;0.0;;;;;59836.95;47636.34;0.0;0.0;0.0;102092.78;161623.68;Autarquia | Administração pública direta
2014;1200609;TarauacÃ¡;AC;Acre;;20771;;;;0.0;;;;;380968.92;7840.05;0.0;3409.09;15750.0;0.0;146769.12;Autarquia | Administração pública direta
2014;1400605;SÃ£o Luiz;RR;Roraima;;4824;;;;0.0;;;;;40897.92;;0.0;;0.0;;0.0;
2007;1400209;CaracaraÃ­;RR;Roraima;;9870;;;;0.0;;;;;2087.31;;0.0;0.0;0.0;;;
2008;1400233;Caroebe;RR;Roraima;;2847;;;;0.0;;;;;1114.97;;0.0;0.0;98199.5;;;
2002;1300680;Boa Vista do Ramos;AM;Amazonas;;5317;;;;;;;;;16497.62;;;;;;;Autarquia | Administração pública direta
2004;1400233;Caroebe;RR;Roraima;;2030;;;;0.0;;;;;10626.06;;0.0;0.0;0.0;;;
2003;1400472;RorainÃ³polis;RR;Roraima;;8652;;;;0.0;;;;;17029.25;;0.0;;0.0;;;
2017;1200807;Porto Acre;AC;Acre;;2326;;;;0.0;;;;;0.0;163113.26;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2019;1303957;SÃ£o SebastiÃ£o do UatumÃ£;AM;Amazonas;;7732;;;;0.0;;;;;77900.12;0.0;0.0;0.0;0.0;0.0;0.0;
2018;1400282;Iracema;RR;Roraima;;5440;;;;0.0;;;;;22917.4;;0.0;;0.0;;;
2018;1400308;MucajaÃ­;RR;Roraima;;10588;;;;0.0;;;;;101297.7;;0.0;;0.0;;;
2018;1400407;Normandia;RR;Roraima;;2855;;;;0.0;;;;;108726.9;;0.0;;0.0;;;
2015;1200427;Rodrigues Alves;AC;Acre;;5090;;;;0.0;;;;;33232.0;;0.0;0.0;;0.0;530788.17;Autarquia | Administração pública direta
2014;1200500;Sena Madureira;AC;Acre;;27098;;;;0.0;;;;;274949.34;7840.05;0.0;3409.09;15750.0;131703.76;304210.31;Autarquia | Administração pública direta
2013;1400175;CantÃ¡;RR;Roraima;;2499;;;;0.0;;;;;13713.58;;0.0;;0.0;;0.0;
2012;1400282;Iracema;RR;Roraima;;4356;;;;0.0;;;;;27855.63;0.0;0.0;0.0;0.0;0.0;0.0;
2012;1400472;RorainÃ³polis;RR;Roraima;;11130;;;;0.0;;;;;74562.0;0.0;0.0;0.0;0.0;0.0;0.0;
2010;1400472;RorainÃ³polis;RR;Roraima;;10673;;;;0.0;;;;;1729.96;0.0;0.0;0.0;94219.75;;;
2006;1400050;Alto Alegre;RR;Roraima;;6631;;;;0.0;;;;;10042.08;;0.0;37116.0;0.0;;;
2003;1400050;Alto Alegre;RR;Roraima;;5793;;;;0.0;;;;;28554.41;;0.0;;0.0;;;
2022;1300904;Canutama;AM;Amazonas;;;;;;0.0;;;;;0.0;0.0;0.0;;;0.0;0.0;Administração pública direta | Administração pública direta
2022;1303205;Novo AirÃ£o;AM;Amazonas;;;;;;0.0;;;;;2765.0;0.0;0.0;;;0.0;0.0;
2022;1400506;SÃ£o JoÃ£o da Baliza;RR;Roraima;;;;;;0.0;;;;;30957.52;0.0;0.0;0.0;0.0;0.0;0.0;
2018;1200351;Marechal Thaumaturgo;AC;Acre;;5142;;;;0.0;;;;;0.0;271275.35;0.0;0.0;0.0;;6919666.39;Autarquia | Administração pública direta
2020;1304401;Urucurituba;AM;Amazonas;;13815;;;;0.0;;;;;0.0;0.0;0.0;;;;;
2018;1400506;SÃ£o JoÃ£o da Baliza;RR;Roraima;;5656;;;;0.0;;;;;44070.75;;0.0;;0.0;;;
2015;1200344;Manoel Urbano;AC;Acre;;5714;;;;0.0;;;;;180120.88;;0.0;0.0;;0.0;0.0;Autarquia | Administração pública direta
2013;1302900;MauÃ©s;AM;Amazonas;;28516;;;;0.0;;;;;106305.62;106305.55;0.0;89911.0;0.0;0.0;0.0;
2011;1400605;SÃ£o Luiz;RR;Roraima;;4528;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;5086491.21;5086491.21;
2005;1400159;Bonfim;RR;Roraima;;4062;;;;0.0;;;;;7356.19;;0.0;0.0;0.0;;;
2006;1400407;Normandia;RR;Roraima;;1269;;;;0.0;;;;;911.56;;0.0;0.0;0.0;;;
2002;1400506;SÃ£o JoÃ£o da Baliza;RR;Roraima;;3970;;;;0.0;;;;;1316.56;;0.0;0.0;0.0;;;
2022;1301852;Iranduba;AM;Amazonas;;;;;;1240.0;;;;;3550.0;2990.0;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2022;1304062;Tabatinga;AM;Amazonas;;;;;;0.0;;;;;698691.19;0.0;0.0;68404.29;0.0;0.0;0.0;
2020;1200104;BrasilÃ©ia;AC;Acre;;17791;;;;0.0;;;;;0.0;;0.0;0.0;0.0;367096.63;367096.63;Autarquia | Administração pública direta
2017;1200203;Cruzeiro do Sul;AC;Acre;;58226;;;;0.0;;;;;0.0;630210.33;0.0;0.0;0.0;737578.93;737578.93;Autarquia | Administração pública direta
2021;1200393;Porto Walter;AC;Acre;;4526;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;613874.75;Autarquia | Administração pública direta
2020;1200450;Senador Guiomard;AC;Acre;;14627;;;;0.0;;;;;0.0;;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2021;1303569;Rio Preto da Eva;AM;Amazonas;;16541;;;;0.0;;;;;172544.0;;0.0;0.0;0.0;0.0;0.0;
2015;1200252;EpitaciolÃ¢ndia;AC;Acre;;11765;;;;0.0;;;;;95498.4;;0.0;0.0;;0.0;0.0;Autarquia | Administração pública direta
2016;1200328;JordÃ£o;AC;Acre;;2655;;;;0.0;;;;;0.0;186518.44;0.0;0.0;0.0;0.0;1995626.63;Autarquia | Administração pública direta
2013;1200450;Senador Guiomard;AC;Acre;;13093;;;;0.0;;;;;101325.95;523999.71;0.0;2240.0;0.0;107380.25;608639.66;Autarquia | Administração pública direta
2016;1200500;Sena Madureira;AC;Acre;;28032;;;;0.0;;;;;0.0;671466.35;0.0;0.0;0.0;1158125.06;1172432.15;Autarquia | Administração pública direta
2016;1301001;Carauari;AM;Amazonas;;21534;;;;0.0;;;;;281469.47;0.0;0.0;202832.75;0.0;0.0;0.0;Sociedade de economia mista com administração pública
2013;1400209;CaracaraÃ­;RR;Roraima;;11680;;;;0.0;;;;;11586.43;;0.0;;0.0;;0.0;
2010;1301902;Itacoatiara;AM;Amazonas;;58157;;;;0.0;;;;;237323.1;0.0;0.0;0.0;0.0;;;Autarquia | Administração pública direta
2007;1303403;Parintins;AM;Amazonas;;66236;;;;0.0;;;;;272904.67;3600.0;0.0;10494.0;0.0;;;
2009;1400159;Bonfim;RR;Roraima;;3840;;;;0.0;;;;;2099.0;;0.0;0.0;65819.0;0.0;0.0;
2006;1400209;CaracaraÃ­;RR;Roraima;;10589;;;;0.0;;;;;1890.57;;0.0;0.0;0.0;;;
2006;1400506;SÃ£o JoÃ£o da Baliza;RR;Roraima;;4189;;;;0.0;;;;;1914.34;;0.0;8527.3;0.0;;;
2020;1200807;Porto Acre;AC;Acre;;2507;;;;0.0;;;;;0.0;;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2017;1200500;Sena Madureira;AC;Acre;;28486;;;;0.0;;;;;0.0;244669.89;0.0;0.0;0.0;614326.16;614326.16;Autarquia | Administração pública direta
2021;1301902;Itacoatiara;AM;Amazonas;;69681;;;;0.0;;;;;827517.53;521105.24;0.0;591853.26;0.0;;;Autarquia | Administração pública direta
2017;1303403;Parintins;AM;Amazonas;;77972;;;;7082.95;;;;;238436.45;138823.62;0.0;0.0;0.0;0.0;0.0;
2017;1400050;Alto Alegre;RR;Roraima;;4630;;;;0.0;;;;;49998.75;20300.0;0.0;0.0;0.0;0.0;0.0;
2020;1400407;Normandia;RR;Roraima;;2981;;;;0.0;;;;;20942.73;;0.0;;0.0;;0.0;
2015;1200203;Cruzeiro do Sul;AC;Acre;;57449;;;;0.0;;;;;624857.36;;0.0;0.0;;0.0;150671.41;Autarquia | Administração pública direta
2015;1303007;NhamundÃ¡;AM;Amazonas;;7808;;;;0.0;;;;;3000.0;0.0;8000.0;;;;;
2013;1304302;UrucarÃ¡;AM;Amazonas;;10044;;;;0.0;;;;;202783.45;0.0;0.0;0.0;90000.0;0.0;0.0;
2019;1200328;JordÃ£o;AC;Acre;;2873;;;;0.0;;;;;0.0;;0.0;0.0;0.0;395141.36;3029108.4;Autarquia | Administração pública direta
2018;1200427;Rodrigues Alves;AC;Acre;;5549;;;;0.0;;;;;0.0;232521.73;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2012;1200054;Assis Brasil;AC;Acre;;3844;;;;0.0;;;;;112661.19;0.0;0.0;0.0;0.0;0.0;130109.58;Autarquia | Administração pública direta
2012;1200203;Cruzeiro do Sul;AC;Acre;;56251;;;;0.0;;;;;1802579.01;0.0;0.0;107332.45;0.0;493407.2;2276241.38;Autarquia | Administração pública direta
2016;1200807;Porto Acre;AC;Acre;;2279;;;;0.0;;;;;0.0;466296.09;0.0;0.0;0.0;0.0;40047.21;Autarquia | Administração pública direta
2016;1400472;RorainÃ³polis;RR;Roraima;;12201;;;;0.0;;;;;40899.12;0.0;0.0;0.0;0.0;0.0;0.0;
2002;1301902;Itacoatiara;AM;Amazonas;;48275;;;;0.0;;;;;295710.27;0.0;0.0;47145.19;0.0;;;Autarquia | Administração pública direta
2004;1303957;SÃ£o SebastiÃ£o do UatumÃ£;AM;Amazonas;;5535;;;;0.0;;;;;9650.0;0.0;0.0;0.0;0.0;;;
2022;1200807;Porto Acre;AC;Acre;;;;;;0.0;;;;;364534.55;209527.26;0.0;9218.45;0.0;0.0;5205.72;Autarquia | Administração pública direta
2022;1200708;Xapuri;AC;Acre;;;;;;0.0;;;;;1116870.98;641955.4;0.0;23377.51;0.0;0.0;279825.95;Autarquia | Administração pública direta
2022;1300508;Barreirinha;AM;Amazonas;;;;;;0.0;;;;;331392.27;0.0;0.0;;;0.0;0.0;Administração pública direta | Administração pública direta
2020;1200427;Rodrigues Alves;AC;Acre;;5803;;;;0.0;;;;;0.0;;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2021;1400605;SÃ£o Luiz;RR;Roraima;;5433;;;;0.0;;;;;30936.95;473857.53;0.0;154053.72;0.0;0.0;0.0;
2013;1200336;MÃ¢ncio Lima;AC;Acre;;9443;;;;0.0;;;;;104716.2;142909.01;0.0;19133.33;0.0;979595.21;1793942.66;Autarquia | Administração pública direta | Administração pública direta
2012;1200344;Manoel Urbano;AC;Acre;;5439;;;;0.0;;;;;394314.16;0.0;0.0;0.0;0.0;17993.88;26540.11;Autarquia | Administração pública direta
2015;1200807;Porto Acre;AC;Acre;;2232;;;;0.0;;;;;68400.32;;0.0;137843.72;;1751.34;1751.34;Autarquia | Administração pública direta
2016;1200427;Rodrigues Alves;AC;Acre;;5237;;;;0.0;;;;;0.0;223822.12;0.0;0.0;0.0;481356.29;596046.23;Autarquia | Administração pública direta
2012;1200708;Xapuri;AC;Acre;;10682;;;;0.0;;;;;675967.13;0.0;0.0;0.0;0.0;0.0;46107.43;Autarquia | Administração pública direta
2014;1300904;Canutama;AM;Amazonas;;7839;;;;0.0;;;;;0.0;10000.0;0.0;;;0.0;0.0;Administração pública direta | Administração pública direta
2014;1400050;Alto Alegre;RR;Roraima;;4737;;;;0.0;;;;;40063.68;;0.0;;0.0;;0.0;
2012;1400159;Bonfim;RR;Roraima;;3794;;;;0.0;;;;;19488.31;0.0;0.0;0.0;0.0;0.0;0.0;
2011;1200336;MÃ¢ncio Lima;AC;Acre;;8950;;;;0.0;;;;;172859.88;0.0;0.0;0.0;419093.14;0.0;123662.0;Autarquia | Administração pública direta | Administração pública direta
2008;1303403;Parintins;AM;Amazonas;;68636;;;;0.0;;;;;874104.05;62970.78;43416.75;66928.0;0.0;;;
2008;1400456;Pacaraima;RR;Roraima;;4209;;;;0.0;;;;;35789.02;;0.0;0.0;618757.13;;;
2006;1400027;Amajari;RR;Roraima;;940;;;;0.0;;;;;4266.09;;0.0;23329.67;0.0;;;
2005;1400027;Amajari;RR;Roraima;;919;;;;0.0;;;;;3634.5;;0.0;0.0;0.0;;;
2000;1301902;Itacoatiara;AM;Amazonas;;46465;;;;0.0;;;;;490000.0;0.0;;67000.0;0.0;;;Autarquia | Administração pública direta
2022;1200104;BrasilÃ©ia;AC;Acre;;;;;;0.0;;;;;1523033.77;875409.75;0.0;38199.34;0.0;0.0;116463.72;Autarquia | Administração pública direta
2022;1302553;Manaquiri;AM;Amazonas;;;;;;0.0;;;;;109487.89;0.0;0.0;655293.23;0.0;0.0;0.0;
2022;1400456;Pacaraima;RR;Roraima;;;;;;0.0;;;;;164718.69;0.0;0.0;0.0;0.0;0.0;0.0;
2019;1200302;FeijÃ³;AC;Acre;;17851;;;;0.0;;;;;0.0;;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2020;1300508;Barreirinha;AM;Amazonas;;14746;;;;0.0;;;;;336804.24;0.0;0.0;;;0.0;0.0;Administração pública direta | Administração pública direta
2019;1300607;Benjamin Constant;AM;Amazonas;;25908;;;;0.0;;;;;114547.96;0.0;0.0;20614.75;0.0;0.0;0.0;Sociedade de economia mista com administração pública | Administração pública direta
2020;1400050;Alto Alegre;RR;Roraima;;4470;;;;0.0;;;;;50402.39;;0.0;;0.0;;0.0;
2018;1400175;CantÃ¡;RR;Roraima;;2901;;;;0.0;;;;;37617.87;;0.0;;0.0;;;
2021;1400233;Caroebe;RR;Roraima;;4340;;;;0.0;;;;;167688.9;219765.49;0.0;0.0;0.0;0.0;0.0;
2015;1200351;Marechal Thaumaturgo;AC;Acre;;4713;;;;0.0;;;;;168467.8;;0.0;0.0;;0.0;0.0;Autarquia | Administração pública direta
2015;1304062;Tabatinga;AM;Amazonas;;42445;;;;0.0;;;;;362325.19;;0.0;10057.9;3850.0;0.0;0.0;
2015;1400308;MucajaÃ­;RR;Roraima;;9894;;;;0.0;;;;;81576.67;;0.0;;0.0;549008.48;549008.48;
2007;1400159;Bonfim;RR;Roraima;;3663;;;;0.0;;;;;1996.14;;0.0;0.0;0.0;;;
2020;1200203;Cruzeiro do Sul;AC;Acre;;62771;;;;0.0;;;;;0.0;;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2021;1200302;FeijÃ³;AC;Acre;;17957;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2017;1200385;PlÃ¡cido de Castro;AC;Acre;;11167;;;;0.0;;;;;0.0;133456.3;0.0;0.0;0.0;338672.68;338672.68;Autarquia | Administração pública direta
2018;1200500;Sena Madureira;AC;Acre;;29832;;;;0.0;;;;;0.0;639434.75;0.0;0.0;0.0;1218219.16;1411070.38;Autarquia | Administração pública direta
2013;1200138;Bujari;AC;Acre;;3925;;;;0.0;;;;;8957.7;624532.53;0.0;0.0;0.0;;93382.85;Autarquia | Administração pública direta
2014;1200393;Porto Walter;AC;Acre;;3785;;;;0.0;;;;;59442.24;1960.01;0.0;3409.09;15750.0;0.0;0.0;Autarquia | Administração pública direta
2015;1400175;CantÃ¡;RR;Roraima;;2622;;;;0.0;;;;;25656.81;;0.0;;0.0;;0.0;
2009;1400175;CantÃ¡;RR;Roraima;;1982;;;;0.0;;;;;1552.0;;0.0;0.0;0.0;0.0;0.0;
2011;1400456;Pacaraima;RR;Roraima;;4629;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2008;1400704;UiramutÃ£;RR;Roraima;;761;;;;0.0;;;;;0.0;;0.0;0.0;0.0;;;
2003;1400282;Iracema;RR;Roraima;;3653;;;;0.0;;;;;8421.17;;0.0;;0.0;;;
2018;1200054;Assis Brasil;AC;Acre;;4448;;;;0.0;;;;;0.0;213144.91;0.0;0.0;0.0;664814.34;664814.34;Autarquia | Administração pública direta
2021;1200500;Sena Madureira;AC;Acre;;31147;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2019;1400175;CantÃ¡;RR;Roraima;;2977;;;;0.0;;;;;49633.46;0.0;0.0;0.0;0.0;0.0;0.0;
2017;1400175;CantÃ¡;RR;Roraima;;2740;;;;0.0;;;;;66461.94;0.0;0.0;0.0;0.0;0.0;0.0;
2012;1200013;AcrelÃ¢ndia;AC;Acre;;6139;;;;0.0;;;;;1069000.0;0.0;0.0;0.0;0.0;0.0;181075.71;Autarquia | Administração pública direta
2015;1200708;Xapuri;AC;Acre;;11304;;;;0.0;;;;;112424.88;;0.0;0.0;;123161.58;461269.97;Autarquia | Administração pública direta
2002;1400050;Alto Alegre;RR;Roraima;;5604;;;;0.0;;;;;27898.43;;0.0;0.0;0.0;;;
2022;1200385;PlÃ¡cido de Castro;AC;Acre;;;;;;0.0;;;;;841515.16;483686.31;0.0;23564.29;0.0;0.0;174306.92;Autarquia | Administração pública direta
2017;1200344;Manoel Urbano;AC;Acre;;5876;;;;0.0;;;;;0.0;118627.83;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2021;1300904;Canutama;AM;Amazonas;;8383;;;;0.0;;;;;0.0;0.0;0.0;;;0.0;0.0;Administração pública direta | Administração pública direta
2021;1304260;Uarini;AM;Amazonas;;7908;;;;90.0;;;;;1.0;73500.0;3000.0;;;;;
2019;1400605;SÃ£o Luiz;RR;Roraima;;5271;;;;0.0;;;;;22877.3;0.0;0.0;0.0;0.0;0.0;0.0;
2016;1200435;Santa Rosa do Purus;AC;Acre;;2428;;;;0.0;;;;;0.0;223822.12;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2015;1400233;Caroebe;RR;Roraima;;3755;;;;0.0;;;;;41036.79;;0.0;;0.0;;0.0;
2013;1400282;Iracema;RR;Roraima;;4578;;;;0.0;;;;;4852.78;;0.0;;0.0;;0.0;
2007;1300680;Boa Vista do Ramos;AM;Amazonas;;6665;;;;0.0;;;;;159478.43;0.0;0.0;0.0;0.0;;;Autarquia | Administração pública direta
2007;1400407;Normandia;RR;Roraima;;2044;;;;0.0;;;;;933.55;;0.0;83560.5;0.0;;;
2003;1301902;Itacoatiara;AM;Amazonas;;49115;;;;0.0;;;;;98324.44;0.0;0.0;51273.52;0.0;;;Autarquia | Administração pública direta
2004;1303403;Parintins;AM;Amazonas;;67701;;;;0.0;;;;;125424.0;0.0;0.0;165000.0;0.0;;;
2019;1200179;Capixaba;AC;Acre;;5240;;;;0.0;;;;;0.0;;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2019;1200252;EpitaciolÃ¢ndia;AC;Acre;;12946;;;;0.0;;;;;0.0;;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2020;1400456;Pacaraima;RR;Roraima;;8183;;;;0.0;;;;;50463.51;;0.0;;0.0;;0.0;
2016;1200252;EpitaciolÃ¢ndia;AC;Acre;;11981;;;;0.0;;;;;0.0;373036.87;0.0;0.0;0.0;0.0;24000.0;Autarquia | Administração pública direta
2016;1304302;UrucarÃ¡;AM;Amazonas;;9869;;;;0.0;;;;;302600.0;;0.0;;;0.0;0.0;
2013;1400050;Alto Alegre;RR;Roraima;;4774;;;;0.0;;;;;12360.19;;0.0;;0.0;;0.0;
2013;1400027;Amajari;RR;Roraima;;1363;;;;0.0;;;;;7332.5;;0.0;;0.0;;0.0;
2012;1400308;MucajaÃ­;RR;Roraima;;9259;;;;0.0;;;;;15734.61;0.0;0.0;0.0;0.0;0.0;0.0;
2010;1200708;Xapuri;AC;Acre;;10330;;;;0.0;;;;;145889.17;0.0;0.0;9845.52;114681.12;;;Autarquia | Administração pública direta
2011;1301100;Careiro;AM;Amazonas;;9552;;;;0.0;;;;;23885.0;0.0;0.0;;;0.0;0.0;Administração pública direta | Administração pública direta
2002;1400159;Bonfim;RR;Roraima;;3356;;;;0.0;;;;;8244.56;;0.0;0.0;0.0;;;
2005;1400233;Caroebe;RR;Roraima;;2038;;;;0.0;;;;;1579.62;;0.0;0.0;0.0;;;
2005;1400605;SÃ£o Luiz;RR;Roraima;;4212;;;;0.0;;;;;2322.83;;0.0;0.0;0.0;;;
2001;1400159;Bonfim;RR;Roraima;;3212;;;;0.0;;;;;6963.61;;;8857.24;0.0;;;
